Name,Age,Nationality,Overall,Club,Value,Wage,Preferred Foot,Position,Height,Weight
A. Maldonado,20,Argentina,60,Club Atlético Banfield,€425K,€2K,Right,CB,6.2,190
B. Álvarez,20,Argentina,60,Unión de Santa Fe,€350K,€2K,Left,LM,5.7,150
Ximo Miralles,22,Spain,60,AD Alcorcón,€230K,€1K,Right,GK,5.93,159
I. Furu,24,Norway,60,Ranheim Fotball,€240K,€1K,Left,LCB,6.3,185
J. Fryer,22,England,60,Carlisle United,€210K,€4K,Right,GK,6.1,159
M. Godinho,21,Canada,60,Heart of Midlothian,€350K,€1K,Right,RB,5.93,154
F. Hörberg,19,Sweden,60,Trelleborgs FF,€350K,€1K,Right,RM,5.97,163
A. Calver,22,Australia,60,Sydney FC,€230K,€1K,Right,RB,6.1,168
J. Tymon,19,England,60,Stoke City,€400K,€2K,Left,LWB,5.93,163
G. Corbo,18,Italy,60,Bologna,€375K,€2K,Right,CB,6.1,168
Lombo,19,Spain,60,CD Leganés,€230K,€1K,Right,GK,6.0,165
T. Elšnik,20,Slovenia,60,Mansfield Town,€350K,€4K,Left,CM,5.93,150
D. Rasak,22,Poland,60,Wisła Płock,€250K,€1K,Right,CDM,6.0,170
A. Peláez,24,Mexico,60,Cruz Azul,€210K,€2K,Right,GK,6.2,187
E. Segberg,21,Norway,60,IK Start,€400K,€1K,Right,LCM,5.9,143
R. Hironaga,28,Japan,60,Sanfrecce Hiroshima,€170K,€2K,Left,GK,6.1,181
K. Böhnlein,28,Germany,60,TSV 1860 München,€170K,€1K,Left,CDM,6.0,170
S. Atakayi,19,Finland,60,Rangers FC,€450K,€3K,Right,RM,5.7,143
A. Angulo,22,Colombia,60,Itagüí Leones FC,€350K,€1K,Right,CB,6.4,165
A. Nguiamba,19,France,60,AS Nancy Lorraine,€400K,€1K,Left,CDM,5.93,161
A. Whitmore,22,England,60,Grimsby Town,€240K,€2K,Right,CB,5.97,150
T. van de Berg,20,Netherlands,60,Heracles Almelo,€250K,€1K,Right,CB,6.2,179
M. Belkheir,19,Algeria,60,Brescia,€450K,€1K,Left,ST,6.1,170
M. Okazaki,19,Japan,60,FC Tokyo,€400K,€1K,Right,CB,5.97,163
A. Vogliacco,19,Italy,60,Padova,€325K,€4K,Right,CB,6.1,172
Heo Jae Won,34,Korea Republic,60,Jeonnam Dragons,€60K,€1K,Right,CB,6.2,183
Liao Bochao,30,China PR,60,Tianjin TEDA FC,€150K,€2K,Right,RB,5.97,154
M. Rauschenberg,26,Denmark,60,IF Brommapojkarna,€210K,€1K,Right,CB,6.2,185
S. Murillo,24,Colombia,60,Alianza Petrolera,€230K,€1K,Left,LB,5.9,161
F. Çakır,23,Turkey,60,Medipol Başakşehir FK,€210K,€2K,Right,GK,6.3,176
P. Ruiz,19,Argentina,60,Real Salt Lake,€450K,€1K,Left,LW,5.8,150
Guo Quanbo,20,China PR,60,Beijing Sinobo Guoan FC,€260K,€1K,Right,GK,6.1,176
N. Ferguson,17,England,60,West Bromwich Albion,€375K,€2K,Right,CB,5.97,154
Algobia,19,Spain,60,Rayo Vallecano,€450K,€1K,Right,CM,5.97,165
A. Favaro,22,Italy,60,Padova,€210K,€1K,Right,GK,6.2,168
T. Moniwa,36,Japan,60,Cerezo Osaka,€30K,€1K,Right,CB,5.97,181
J. Gibbons,20,England,60,Port Vale,€240K,€2K,Right,RB,5.9,132
R. Yamasaki,25,Japan,60,Shonan Bellmare,€260K,€1K,Left,ST,6.2,176
G. Maris,22,England,60,Cambridge United,€280K,€2K,Right,LDM,5.97,165
O. Okungbowa,24,Austria,60,SKN St. Pölten,€240K,€2K,Right,CDM,6.2,168
K. Krasniqi,22,Kosovo,60,VfL Osnabrück,€300K,€1K,Right,CM,5.93,148
E. Weeger,21,Germany,60,TSV 1860 München,€250K,€1K,Right,RB,5.93,163
B. Mirelis,19,Chile,60,Universidad de Chile,€350K,€1K,Right,CB,6.0,159
N. Watanabe,23,Japan,60,VfR Aalen,€280K,€1K,Right,RM,5.7,143
R. Ljubicic,18,Austria,60,SKN St. Pölten,€300K,€1K,Right,CM,5.97,168
J. Forster,24,Scotland,60,Cheltenham Town,€230K,€2K,Right,RCB,6.2,168
A. Santos,23,Brazil,60,Yeovil Town,€280K,€1K,Right,RM,5.93,146
J. Molina,25,Colombia,60,Deportivo Pasto,€270K,€1K,Right,ST,6.0,172
Long Cheng,23,China PR,60,Henan Jianye FC,€230K,€2K,Right,LCB,6.1,170
O. Olomola,20,England,60,Yeovil Town,€350K,€2K,Right,ST,5.97,176
K. Arthur,22,Ghana,60,Macclesfield Town,€270K,€1K,Right,RM,5.6,150
A. Majrashi,18,Saudi Arabia,60,Al Shabab,€375K,€2K,Right,RB,5.7,141
W. Parra,23,Colombia,60,Independiente Medellín,€290K,€1K,Right,RCM,5.5,121
O. Alseth,23,Norway,60,Ranheim Fotball,€240K,€1K,Right,RB,6.0,170
J. Ortíz,19,Colombia,60,Deportivo Pasto,€400K,€1K,Right,RCB,5.97,154
Matis Carvalho,19,Portugal,60,Toulouse Football Club,€300K,€1K,Right,GK,6.2,176
David Gil,24,Spain,60,Cádiz CF,€200K,€1K,Left,GK,6.1,179
E. List,21,England,60,Gillingham,€280K,€1K,Right,ST,5.93,159
J. Mukena,18,Belgium,60,Watford,€375K,€3K,Right,CB,6.0,159
P. Vincenti,31,England,60,Macclesfield Town,€180K,€2K,Right,CAM,6.3,168
M. Salazar,25,Belize,60,Montreal Impact,€250K,€1K,Right,RW,5.97,181
F. Rossi,27,Italy,60,Atalanta,€180K,€3K,Right,GK,6.4,183
P. Kühn,25,Germany,60,VfL Osnabrück,€180K,€1K,Right,GK,6.2,207
U. Saracco,24,Italy,60,Cosenza,€210K,€1K,Right,GK,6.3,183
T. Königsmann,21,Germany,60,SpVgg Greuther Fürth,€210K,€1K,Right,GK,6.0,190
J. Pearson,25,England,60,Macclesfield Town,€210K,€1K,Right,RB,6.1,165
K. Onose,25,Japan,60,Gamba Osaka,€260K,€2K,Right,RM,5.93,143
C. Zesiger,20,Switzerland,60,Grasshopper Club Zürich,€425K,€2K,Right,LCB,6.4,194
G. Mainero,23,Argentina,60,Vélez Sarsfield,€300K,€2K,Right,RW,5.93,146
Adrián,22,Spain,60,Elche CF,€230K,€1K,Right,GK,6.0,161
S. Tanasijevic,21,Serbia,60,Chievo Verona,€240K,€2K,Right,CB,6.0,159
M. Tonge,35,England,60,Port Vale,€90K,€2K,Right,CM,6.0,163
R. Garay,21,Argentina,60,Club Atlético Aldosivi,€450K,€1K,Right,CM,5.97,154
V. van den Bogert,18,Netherlands,60,Willem II,€290K,€1K,Right,CB,6.1,179
A. De Francesco,23,Italy,60,Spezia,€290K,€1K,Right,CM,6.0,161
I. Camara,17,France,60,Red Star FC,€425K,€1K,Right,ST,5.93,161
A. Kay,35,England,60,Port Vale,€50K,€2K,Right,CDM,5.97,187
N. Cowburn,23,Australia,60,Newcastle Jets,€230K,€1K,Right,LB,5.97,165
M. Eberwein,22,Germany,60,SC Fortuna Köln,€300K,€1K,Right,CAM,6.4,172
I. Aaneba,19,France,60,RC Strasbourg Alsace,€300K,€1K,Right,RB,5.93,172
C. Kountouriotis,20,Greece,60,Panathinaikos FC,€325K,€1K,Right,RW,6.0,159
M. Janssen,19,Netherlands,60,De Graafschap,€250K,€1K,Right,CB,5.93,154
M. Kanabah,25,Saudi Arabia,60,Al Batin,€230K,€2K,Left,CDM,5.7,154
J. Karlstrøm,21,Norway,60,Tromsø IL,€325K,€1K,Right,GK,6.7,198
G. Byers,22,Scotland,60,Swansea City,€300K,€4K,Right,CM,5.97,161
Lin Liangming,21,China PR,60,UD Almería,€400K,€1K,Right,RM,5.93,163
A. Putna,23,United States,60,Real Salt Lake,€230K,€1K,Right,GK,6.2,179
Yang Qipeng,31,China PR,60,Tianjin TEDA FC,€130K,€2K,Right,GK,6.1,168
Hu Ruibao,21,China PR,60,Guangzhou Evergrande Taobao FC,€270K,€2K,Left,CB,6.1,161
Caio Marcelo,20,Brazil,60,Orlando Pirates,€325K,€1K,Right,CB,6.3,194
J. Carroll,26,Republic of Ireland,60,Cambridge United,€200K,€2K,Left,LB,6.0,172
S. Fraser,23,Scotland,60,Burton Albion,€325K,€2K,Left,LCM,6.0,152
P. Posipal,30,Germany,60,SV Meppen,€150K,€1K,Right,CDM,6.2,172
R. Fulton,22,Scotland,60,Hamilton Academical FC,€210K,€1K,Left,GK,6.3,154
M. Herrera,19,Argentina,60,San Lorenzo de Almagro,€350K,€1K,Right,RB,5.97,157
A. Sicker,21,Germany,60,Holstein Kiel,€290K,€1K,Left,LB,6.0,148
V. Drkušić,18,Slovenia,60,SC Heerenveen,€375K,€1K,Right,CB,6.1,176
D. Chávez,23,Mexico,60,Tiburones Rojos de Veracruz,€270K,€1K,Right,ST,5.97,134
J. Maddox,19,England,60,Cheltenham Town,€450K,€1K,Right,CAM,5.93,159
R. Strain,21,Australia,60,Adelaide United,€260K,€1K,Right,RB,5.97,168
R. Germain,23,Japan,60,Vegalta Sendai,€290K,€1K,Right,ST,6.0,165
M. Komenda,21,Germany,60,SV Meppen,€325K,€1K,Left,LCB,6.0,168
M. Seidel,23,Germany,60,1. FC Magdeburg,€240K,€1K,Right,GK,6.1,181
M. Kristensen,21,Denmark,60,Esbjerg fB,€350K,€1K,Right,RW,5.8,132
R. Izumi,24,Japan,60,Nagoya Grampus,€270K,€1K,Right,LCB,5.8,159
J. Valencia,18,Colombia,60,Millonarios FC,€425K,€1K,Left,ST,6.2,176
Leja,23,Spain,60,Granada CF,€240K,€1K,Right,GK,6.0,170
K. Athiu,25,South Sudan,60,Melbourne Victory,€260K,€2K,Right,ST,6.7,187
Y. Suzuki,24,Japan,60,Kawasaki Frontale,€260K,€1K,Right,RM,6.0,154
I. Baba,22,Ghana,60,RCD Mallorca,€325K,€1K,Right,CM,6.0,165
J. Illanes,21,Argentina,60,Argentinos Juniors,€270K,€1K,Right,CB,6.1,176
M. Batmaz,18,Turkey,60,Karlsruher SC,€375K,€1K,Right,ST,5.97,170
B. Al Baqi,28,Saudi Arabia,60,Al Ahli,€170K,€4K,Right,GK,6.1,196
T. Hawkridge,28,England,60,Notts County,€210K,€3K,Right,RM,5.9,154
V. Demaku,18,Austria,60,FK Austria Wien,€375K,€1K,Right,CDM,5.93,159
C. Sánchez,18,Cuba,60,Real Sporting de Gijón,€350K,€1K,Left,GK,6.4,194
N. Janvier,19,France,60,Stade Rennais FC,€450K,€2K,Left,CAM,5.7,159
C. Frommann,20,Germany,60,SC Freiburg,€375K,€2K,Right,GK,6.1,172
F. Robert,29,France,60,Forest Green Rovers,€200K,€3K,Right,CAM,5.9,141
S. Al Dosari,26,Saudi Arabia,60,Al Taawoun,€220K,€3K,Right,RM,5.93,132
L. Polvani,23,Italy,60,Empoli,€240K,€2K,Right,CB,6.2,187
A. Krysiak,28,Poland,60,FK Bodø/Glimt,€150K,€1K,Right,GK,6.4,183
B. Moore,26,United States,60,Rochdale,€190K,€1K,Right,GK,6.2,187
M. Peano,19,Argentina,60,Unión de Santa Fe,€375K,€1K,Right,GK,6.1,154
N. Diallo,22,France,60,Stade Rennais FC,€290K,€3K,Left,LB,5.93,159
A. Fejzullahu,25,Albania,60,Neuchâtel Xamax,€230K,€1K,Right,RB,6.1,170
D. Johnson,25,England,60,Motherwell,€270K,€1K,Right,LS,5.93,181
Jiang Ning,31,China PR,60,Hebei China Fortune FC,€180K,€2K,Right,CM,5.9,163
H. Narzary,24,India,60,,€0,€0,Left,LM,5.93,163
S. Ntiya-Ntiya,21,South Africa,60,Kaizer Chiefs,€260K,€1K,Left,LB,5.5,137
Zhang Mengqi,28,China PR,60,Guizhou Hengfeng FC,€170K,€2K,Right,CDM,5.93,143
L. Czyborra,19,Germany,60,Heracles Almelo,€400K,€1K,Left,LB,5.93,159
M. Gneba,19,France,60,Amiens SC,€400K,€2K,Right,RW,5.9,159
D. Bulman,39,England,60,Crawley Town,€50K,€1K,Right,CM,5.9,165
F. Brener,20,Argentina,60,Belgrano de Córdoba,€400K,€2K,Right,RM,5.7,152
M. Viviani,17,Italy,60,Brescia,€400K,€1K,Right,CDM,5.97,148
W. Kuzain,19,United States,60,Sporting Kansas City,€400K,€1K,Left,CDM,5.93,161
M. Erboğa,19,Turkey,60,Kasimpaşa SK,€350K,€1K,Right,ST,5.93,159
G. Bizzotto,21,Italy,60,Cittadella,€350K,€1K,Left,CF,5.7,148
M. Skenderović,20,Montenegro,60,TSG 1899 Hoffenheim,€400K,€4K,Left,ST,6.0,161
Sergio García,20,Spain,60,Real Zaragoza,€260K,€1K,Right,GK,6.2,176
J. Ngando,18,Cameroon,60,Amiens SC,€325K,€2K,Right,LW,5.7,132
J. Illum,26,Denmark,60,Vendsyssel FF,€250K,€2K,Right,ST,6.1,165
V. Cabezas,20,Colombia,60,Deportivo Pasto,€325K,€1K,Right,GK,6.1,174
R. Çağıran,23,Turkey,60,Yeni Malatyaspor,€280K,€2K,Right,CDM,5.9,141
E. Katayama,26,Japan,60,Cerezo Osaka,€200K,€1K,Right,RB,5.97,170
S. Arnold,28,England,60,Shrewsbury,€170K,€1K,Right,GK,6.1,185
R. Ziegele,21,Germany,60,VfL Wolfsburg,€425K,€4K,Right,CB,6.1,179
E. Çelenk,29,Turkey,60,BB Erzurumspor,€200K,€2K,Left,LM,5.97,165
C. Cooke,21,England,60,Peterborough United,€325K,€1K,Right,CM,5.8,159
T. Johnson,19,England,60,Southampton,€350K,€3K,Right,RM,5.9,143
L. Palmiero,22,Italy,60,Cosenza,€350K,€6K,Right,CM,5.93,163
F. Ugrinic,19,Switzerland,60,FC Luzern,€450K,€1K,Right,CM,6.0,185
M. Hausjell,19,Austria,60,FC Admira Wacker Mödling,€400K,€1K,Right,RM,5.8,150
N. Plume,21,Germany,60,VfL Sportfreunde Lotte,€280K,€1K,Right,CDM,6.2,172
H. Nakabayashi,32,Japan,60,Sanfrecce Hiroshima,€120K,€1K,Left,GK,6.0,161
J. Wind,19,Denmark,60,FC København,€450K,€2K,Right,ST,6.3,181
I. Łasicki,23,Poland,60,Wisła Płock,€250K,€6K,Right,CB,6.0,154
G. Guiffrey,20,Argentina,60,Gimnasia y Esgrima La Plata,€325K,€2K,Left,CB,6.0,163
L. Woolfenden,19,England,60,Swindon Town,€280K,€1K,Right,LCB,6.0,154
T. Buhagiar,20,Australia,60,Sydney FC,€375K,€1K,Right,CAM,5.93,143
J. Hunt,27,England,60,Stevenage,€170K,€2K,Left,LB,5.97,143
Wang Fei,25,China PR,60,Henan Jianye FC,€210K,€2K,Right,RB,5.9,137
J. Cacciabue,20,Argentina,60,Newell's Old Boys,€350K,€2K,Right,RDM,5.8,161
Z. Brault-Guillard,19,Canada,60,Olympique Lyonnais,€400K,€3K,Right,RB,5.7,146
J. Ebot-Etchi,22,Germany,60,VfL Sportfreunde Lotte,€240K,€1K,Right,RB,5.8,165
J. Kamata,32,Japan,60,Kashiwa Reysol,€120K,€2K,Right,LCB,5.93,163
C. Ojeda,19,Argentina,60,Club Atlético Talleres,€450K,€1K,Left,LW,5.7,146
H. Ide,24,Japan,60,Gamba Osaka,€280K,€2K,Right,CAM,5.7,146
Kim Gyeong Min,21,Korea Republic,60,Jeonnam Dragons,€350K,€1K,Right,ST,6.1,172
J. David,18,Germany,60,Hamburger SV,€375K,€1K,Right,CDM,6.3,196
T. Almada,17,Argentina,60,Vélez Sarsfield,€400K,€1K,Right,ST,5.7,137
K. Riksvold,24,Norway,60,Ranheim Fotball,€260K,€1K,Right,RW,6.0,161
M. Acikgöz,18,Turkey,60,Beşiktaş JK,€375K,€3K,Right,CM,5.97,165
A. Poggenborg,34,Germany,60,SC Fortuna Köln,€80K,€1K,Right,GK,6.1,187
A. Tutte,27,England,60,Morecambe,€210K,€2K,Right,CM,5.9,165
F. Costa,29,Argentina,60,Patronato,€160K,€2K,Right,GK,6.2,196
F. Buntić,21,Croatia,60,FC Ingolstadt 04,€260K,€2K,Left,GK,6.4,190
M. Ashimeru,20,Ghana,60,FC St. Gallen,€450K,€4K,Right,LCM,6.0,165
R. Lauwers,19,Belgium,60,Willem II,€350K,€1K,Right,CAM,5.97,154
Sebas Moyano,21,Spain,60,Córdoba CF,€400K,€1K,Right,RM,5.8,146
M. Al Otaibi,25,Saudi Arabia,60,Al Wehda,€250K,€4K,Left,LM,5.7,128
S. McLoughlin,21,Republic of Ireland,60,Cork City,€350K,€1K,Left,LCB,5.97,154
T. Matsuda,23,Japan,60,Shonan Bellmare,€280K,€1K,Right,CAM,5.5,137
D. Fitz,19,Austria,60,FK Austria Wien,€450K,€1K,Right,CAM,5.9,148
A. Barry,25,Republic of Ireland,60,Cork City,€230K,€1K,Left,CB,5.97,170
B. Nordström,22,Sweden,60,IFK Göteborg,€270K,€1K,Left,LWB,5.93,161
M. Sarkaria,21,Austria,60,FK Austria Wien,€325K,€2K,Left,CAM,5.93,154
F. Pangop,25,Cameroon,60,Minnesota United FC,€260K,€1K,Right,LW,5.93,165
F. Sachpekidis,20,Sweden,60,Kalmar FF,€375K,€1K,Right,LM,5.97,168
M. Mølvadgaard,18,Denmark,60,Randers FC,€375K,€1K,Right,ST,6.2,181
M. Grødem,19,Norway,60,Vålerenga Fotball,€350K,€1K,Right,LM,6.4,172
M. Merghem,20,France,60,La Berrichonne de Châteauroux,€325K,€1K,Right,LW,5.93,154
B. Galván,17,Argentina,60,Club Atlético Colón,€425K,€1K,Right,ST,5.5,143
P. Perina,26,Italy,60,Cosenza,€170K,€1K,Right,GK,6.1,181
C. Jacob,21,France,60,Stade Brestois 29,€290K,€1K,Right,CB,6.2,174
J. Pereyra,19,Argentina,60,Rosario Central,€450K,€1K,Left,CM,5.97,157
J. Hou Sæter,20,Norway,60,Stabæk Fotball,€450K,€1K,Right,RM,5.97,163
S. Lebus,22,Argentina,60,Unión de Santa Fe,€325K,€2K,Right,RM,5.97,161
M. Dimun,21,Slovakia,60,Cracovia,€350K,€1K,Right,CDM,6.1,168
D. Corcoran,29,Republic of Ireland,60,Bohemian FC,€210K,€1K,Right,ST,6.0,181
E. Cantú,19,Mexico,60,Monterrey,€350K,€3K,Right,CM,5.7,132
C. Beardsley,34,England,60,Burton Albion,€110K,€2K,Right,ST,6.0,179
S. Sinclair,30,England,60,Bristol Rovers,€190K,€2K,Right,CM,5.7,148
Y. Fekir,21,France,60,Olympique Lyonnais,€375K,€6K,Right,LW,5.7,143
S. Laiton,18,France,60,AJ Auxerre,€400K,€1K,Right,GK,6.6,176
C. Riascos,24,Colombia,60,Atlético Huila,€240K,€1K,Right,RB,5.93,163
D. Choinière,21,Canada,60,Montreal Impact,€300K,€1K,Right,LM,5.7,152
R. Mysak,26,Ukraine,60,Aarhus GF,€190K,€2K,Right,GK,6.2,172
M. Crowe,22,Wales,60,Preston North End,€230K,€1K,Right,GK,6.4,185
D. Fernández,20,Chile,60,Deportes Iquique,€290K,€1K,Right,CM,5.9,154
G. Gori,19,Italy,60,Foggia,€450K,€4K,Left,ST,6.2,163
C. McCarthy,20,Republic of Ireland,60,Cork City,€280K,€1K,Right,CB,6.0,165
Lee Tae Ho,27,Korea Republic,60,Gangwon FC,€200K,€1K,Right,CB,6.1,176
D. O'Shea,19,Republic of Ireland,60,Exeter City,€325K,€2K,Right,CB,6.0,143
Yeun Jong Gyu,20,Korea Republic,60,FC Seoul,€400K,€1K,Right,LM,5.8,141
F. Piszczek,23,Poland,60,Cracovia,€300K,€1K,Right,ST,6.2,170
M. Krauß,21,Germany,60,SpVgg Unterhaching,€325K,€1K,Right,RW,5.7,143
K. Lowe,32,England,60,Macclesfield Town,€120K,€2K,Right,RCB,6.2,192
S. Nigro,21,Australia,60,Brisbane Roar,€280K,€1K,Right,LB,5.97,154
S. Lavery,19,Northern Ireland,60,Everton,€450K,€6K,Right,ST,5.9,141
K. Bennetts,19,England,60,Borussia Mönchengladbach,€450K,€2K,Left,LM,6.0,161
A. Greene,28,Republic of Ireland,60,Shamrock Rovers,€210K,€1K,Left,ST,5.97,161
M. Zeidan,20,Sweden,60,IF Brommapojkarna,€350K,€1K,Left,CM,5.7,154
B. Bvuma,23,South Africa,60,Kaizer Chiefs,€240K,€1K,Right,GK,6.1,161
T. Pukhov,20,Russia,60,PFC CSKA Moscow,€350K,€1K,Left,CAM,5.9,141
N. Fadiga,18,Belgium,60,Club Brugge KV,€425K,€2K,Left,CAM,5.97,143
E. Durrell,28,England,60,Macclesfield Town,€210K,€2K,Right,RM,5.93,165
H. Gueye,19,Senegal,60,Chamois Niortais Football Club,€400K,€1K,Left,CB,6.2,174
M. Cerofolini,19,Italy,60,Cosenza,€375K,€2K,Right,GK,6.2,176
D. Fitzpatrick,28,England,60,Macclesfield Town,€160K,€2K,Left,LB,5.93,161
V. Theocharis,19,Greece,60,Panathinaikos FC,€325K,€1K,Right,CM,5.97,152
D. Evtimov,24,Bulgaria,60,Burton Albion,€190K,€1K,Left,GK,6.3,183
K. Yamga,21,France,60,La Berrichonne de Châteauroux,€325K,€2K,Right,ST,6.2,170
Liu Huan,29,China PR,60,Beijing Sinobo Guoan FC,€160K,€3K,Right,LB,6.0,163
P. McLain,29,United States,60,Chicago Fire,€140K,€1K,Right,GK,6.3,205
L. Bätge,20,Germany,60,FC Würzburger Kickers,€260K,€1K,Right,GK,6.2,194
G. Taylor,28,England,60,Cambridge United,€170K,€2K,Left,RCB,5.93,161
D. Pugh,35,England,60,Port Vale,€90K,€2K,Left,CM,6.0,168
F. Rohner,19,Switzerland,60,FC Zürich,€450K,€1K,Right,RM,5.93,148
M. García,19,Colombia,60,Deportivo Pasto,€300K,€1K,Right,RM,5.93,165
L. Valenti,19,Argentina,60,Club Atlético Lanús,€400K,€1K,Right,CB,6.2,176
Feng Jing,24,China PR,60,Chongqing Dangdai Lifan FC SWM Team,€260K,€1K,Right,RM,5.9,154
M. Kessel,33,Germany,60,SC Fortuna Köln,€130K,€1K,Left,LM,5.9,154
J. Sinisterra,19,Colombia,60,Club Atlético Lanús,€400K,€2K,Right,LW,5.8,154
V. Henry,24,France,60,Stade Brestois 29,€220K,€1K,Right,RB,5.93,161
C. Chastang,20,France,60,Clermont Foot 63,€250K,€1K,Right,CDM,6.0,172
M. Górski,28,Poland,60,Korona Kielce,€210K,€1K,Right,ST,6.0,165
C. Lewis,21,New Zealand,60,Scunthorpe United,€325K,€1K,Left,CAM,5.8,159
S. Jones,26,Wales,60,Cheltenham Town,€250K,€2K,Right,ST,6.2,172
S. Kono,25,Japan,60,V-Varen Nagasaki,€260K,€1K,Right,CAM,5.93,154
E. Oyeleke,25,England,60,Port Vale,€260K,€2K,Right,CM,5.9,165
G. Holohan,26,Republic of Ireland,60,Waterford FC,€260K,€1K,Right,CAM,5.97,165
J. Quezada,27,Chile,60,Unión Española,€170K,€1K,Right,GK,5.93,163
J. Romil,23,France,60,Valenciennes FC,€325K,€1K,Right,ST,6.1,165
R. Lawan,30,Sweden,60,Dalkurd FF,€190K,€1K,Right,CM,5.93,172
A. Canbaz,20,Turkey,60,Eintracht Braunschweig,€450K,€1K,Right,LW,6.0,161
M. Berden,20,Netherlands,60,Vitesse,€325K,€2K,Right,RW,5.9,150
A. Pattison,20,England,60,Yeovil Town,€325K,€5K,Right,LCM,5.9,154
O. Zanzala,21,Congo,60,Accrington Stanley,€350K,€1K,Right,LS,6.1,159
J. Kabongo,20,Denmark,60,Brøndby IF,€325K,€3K,Left,CB,6.4,187
D. Gojko,20,Poland,60,Piast Gliwice,€300K,€1K,Right,RM,5.9,123
Park Chang Jun,21,Korea Republic,60,Gangwon FC,€260K,€1K,Right,RB,5.9,143
M. Hingerl,22,Germany,60,SG Sonnenhof Großaspach,€325K,€1K,Right,CM,6.0,159
J. Chicco,20,Argentina,60,Boca Juniors,€425K,€2K,Right,CDM,6.1,161
Ke Zhao,29,China PR,60,Henan Jianye FC,€160K,€2K,Left,LWB,5.9,154
H. Tijanovich,22,Argentina,60,Gimnasia y Esgrima La Plata,€325K,€2K,Right,LS,5.8,150
N. Fröling,18,Sweden,60,Kalmar FF,€375K,€1K,Right,LS,5.9,163
P. Ng,22,England,60,Crewe Alexandra,€280K,€2K,Right,LCB,5.97,170
K. Miś,22,Poland,60,Wisła Płock,€240K,€1K,Right,LB,6.0,161
I. Musalami,29,Saudi Arabia,60,Al Hazem,€160K,€2K,Right,CDM,5.9,146
S. Asta,17,Germany,60,FC Augsburg,€400K,€1K,Right,RB,5.93,165
A. Verda,19,Mexico,60,Querétaro,€450K,€1K,Right,ST,6.0,172
B. Makendzhiev,29,Bulgaria,60,,€0,€0,Right,GK,6.0,168
A. Pululu,19,Angola,60,FC Basel 1893,€450K,€2K,Right,ST,5.9,183
R. Browne,22,Antigua & Barbuda,60,Yeovil Town,€280K,€1K,Right,LM,5.9,165
C. Odoi-Atsem,23,United States,60,DC United,€240K,€1K,Right,RB,5.93,150
D. Aymerich,23,Mexico,60,Puebla FC,€270K,€1K,Right,CM,5.9,163
A. Hollingen,23,Norway,60,IK Start,€270K,€1K,Right,CM,5.9,143
S. Doumbia,21,Ivory Coast,60,Grasshopper Club Zürich,€290K,€2K,Left,LB,5.93,161
N. Mbouhom,19,Cameroon,60,Eintracht Frankfurt,€375K,€3K,Left,CF,5.93,181
J. Morsay,20,Sweden,60,GIF Sundsvall,€325K,€1K,Right,RW,5.93,165
R. Frantsen,26,Denmark,60,AC Horsens,€220K,€2K,Right,RB,6.0,165
C. Siya,19,Germany,60,DSC Arminia Bielefeld,€450K,€1K,Left,CM,5.97,176
Yun Ji Hyeok,20,Korea Republic,60,Jeonbuk Hyundai Motors,€425K,€1K,Right,CB,6.3,187
J. Dörfler,21,Germany,60,KFC Uerdingen 05,€290K,€1K,Right,RM,6.1,176
A. Tiritiello,23,Italy,60,Cosenza,€280K,€1K,Right,CB,6.2,176
G. Bakırbaş,22,Turkey,60,Göztepe SK,€210K,€2K,Right,GK,6.5,183
A. Nathaniel-George,23,England,60,Crawley Town,€280K,€1K,Right,LM,5.9,150
Zhang Xiaobin,24,China PR,60,Jiangsu Suning FC,€270K,€3K,Right,CM,6.2,159
Zhang Sipeng,31,China PR,60,Guizhou Hengfeng FC,€130K,€2K,Right,GK,6.2,172
D. Chessa,25,Germany,60,KFC Uerdingen 05,€250K,€1K,Left,LM,5.93,154
Tao Yuan,25,China PR,60,Jiangsu Suning FC,€250K,€3K,Right,LW,5.93,134
M. Balcılar,22,Turkey,60,Çaykur Rizespor,€300K,€2K,Right,ST,5.7,146
N. Iwadate,29,Japan,60,Urawa Red Diamonds,€140K,€2K,Right,GK,6.0,172
A. Diallo,24,Guinea,60,Red Star FC,€280K,€1K,Left,LM,5.93,170
C. Miller,20,Scotland,60,Dundee FC,€400K,€5K,Left,LM,5.9,154
A. Lajami,22,Saudi Arabia,60,Al Fateh,€350K,€3K,Right,LCB,5.93,165
H. Fukushima,25,Japan,60,Urawa Red Diamonds,€190K,€1K,Left,GK,6.0,172
P. Soko,20,Cameroon,60,Club Atlas,€325K,€2K,Right,RM,5.9,159
M. Camara,20,France,60,AS Saint-Étienne,€325K,€3K,Right,CM,5.93,152
J. Álvarez,18,Argentina,60,River Plate,€425K,€2K,Right,ST,5.7,143
A. Nesbitt,21,Scotland,60,Milton Keynes Dons,€450K,€2K,Right,LM,5.8,143
B. Şen,19,Turkey,60,Galatasaray SK,€375K,€2K,Right,GK,6.4,179
L. Kosakiewicz,27,Poland,60,Korona Kielce,€170K,€1K,Right,LB,5.9,157
J. Mendive,21,Argentina,60,Club Atlético Huracán,€240K,€1K,Right,GK,5.93,152
Lee Jong Won,29,Korea Republic,60,Sangju Sangmu FC,€160K,€1K,Left,CDM,5.9,154
D. Hume,21,England,60,Sunderland,€290K,€1K,Left,LB,5.8,132
